text,label
TATA Power: Bill for December is INR 4610. Due: 2025-09-26. Pay via UPI: 9823140750@ok9959969924,0
Vi: Special offer! 100GB at INR 502/month. Activate now: http://vi-offer7498474465.com,1
BSNL: Bill of INR 2GB/day due on 631. Pay to avoid service disruption.,0
Your Amazon order #220749 has been delivered. Rate your experience: https://amazon.in,0
Swiggy: Order from 414183 delivered. Enjoy your meal! Bill amount: INR Taneja-Shan,0
Get rich quick! Earn ₹8789371367 daily from home. Call Bhiwani,1
Kotak Mahindra Bank: OTP 9829 for transaction of INR 34144 at 86033. Do not share with anyone.,0
Mom: Please bring Nidhi from the market,0
Adani Electricity: Your bill of INR November for 4751 is generated. Due date: 2025-09-24.,0
Flipkart: Your order 797020 is out for delivery. Track: https://flipkart.com/track/Sura Group,0
SBI Bank: Unusual login detected from new device. Secure your account: http://verify-bank169.com,1
UPPCL: Electricity bill for May is INR 3070. Pay by 2025-09-21 to avoid disconnection.,0
Vi: Your recharge of INR 5GB/day for 873 is successful. Balance: INR 158,0
Swiggy: Order from 894860 delivered. Enjoy your meal! Bill amount: INR Borah-Mangat,0
Electricity bill refund of INR 881 approved! Claim now: http://refund-powerKochi.in,1
URGENT: Your electricity connection will be disconnected in 2 hours. Pay now: http://quick-bill199.in,1
Mom: Please bring Bina from the market,0
FREE 10GB data for Airtel users! Claim now: http://free-data887.in,1
BSNL: Bill of INR 1GB/day due on 897. Pay to avoid service disruption.,0
Flipkart: Your order 509120 is out for delivery. Track: https://flipkart.com/track/Deo Inc,0
BSNL: Bill of INR 2GB/day due on 890. Pay to avoid service disruption.,0
Hi beautiful! I saw your profile. Want to chat? Reply YES to 7387142934,1
Electricity bill refund of INR 658 approved! Claim now: http://refund-powerGopalpur.in,1
Your meter will be removed today due to non-payment. Call 256 immediately.,1
Vi: Your recharge of INR 4GB/day for 558 is successful. Balance: INR 453,0
HDFC Bank: Unusual login detected from new device. Secure your account: http://verify-bank830.com,1
BSES: Your electricity bill for February is INR 4049. Due date: 2025-09-04. Pay online: https://bsesdelhi.com,0
Flipkart Big Billion Days! Get 90% OFF on all products: http://flipkart-sale666.com,1
Jio: You won 1 year free subscription! Call 392 to claim.,1
Income Tax Dept: Your refund of INR 3681 has been processed. Will be credited in 3-5 days.,0
Tanay: Can you send me the notes for yesterday's class?,0
WINNER! You got ₹HDFC cashback in your 837 Bank account. Claim now: http://bank-reward9957.in,1
Vi: Your recharge of INR 1GB/day for 882 is successful. Balance: INR 193,0
WINNER! You got ₹HDFC cashback in your 377 Bank account. Claim now: http://bank-reward7261.in,1
Mom: Please bring Samaksh from the market,0
Swiggy: Order from 318403 delivered. Enjoy your meal! Bill amount: INR Magar-Kant,0
Jio: You won 1 year free subscription! Call 670 to claim.,1
UPPCL: Electricity bill for July is INR 4237. Pay by 2025-09-17 to avoid disconnection.,0
Adani Electricity: Your bill of INR December for 1752 is generated. Due date: 2025-09-06.,0
Aadhaar: Your update request 13872 has been approved.,0
Vi: Your recharge of INR 2GB/day for 305 is successful. Balance: INR 416,0
Myntra: Your return for order 572320 has been processed. Refund INR Sachar LLC initiated.,0
Karan: Can you send me the notes for yesterday's class?,0
Vi: Special offer! 100GB at INR 333/month. Activate now: http://vi-offer7270810114.com,1
FREE 10GB data for Airtel users! Claim now: http://free-data354.in,1
Jacob: Can you send me the notes for yesterday's class?,0
Omaja: Doctor appointment confirmed for Hosur at 10,0
UPPCL: Electricity bill for October is INR 3525. Pay by 2025-09-22 to avoid disconnection.,0
BSES: Your electricity bill for September is INR 519. Due date: 2025-09-21. Pay online: https://bsesdelhi.com,0
Jio: Main balance INR 1GB/day. Data balance 478GB. Active plans: 335,0
BSNL: Bill of INR 5GB/day due on 888. Pay to avoid service disruption.,0
Passport Seva: Your appointment is confirmed for 14313 at July,0
Vi: Your recharge of INR 1GB/day for 280 is successful. Balance: INR 159,0
EPFO: Pension contribution of INR 15934 received for April. Total balance: INR 117427,0
Hi beautiful! I saw your profile. Want to chat? Reply YES to 7623035518,1
Your Amazon order #834464 has been delivered. Rate your experience: https://amazon.in,0
Vi: Your recharge of INR 5GB/day for 307 is successful. Balance: INR 176,0
URGENT: Your ICICI Bank account will be suspended. Verify now: http://bank-secure192.in,1
PMO India: You are selected for ₹249 grant. Call 775,1
BSES: Your electricity bill for July is INR 4963. Due date: 2025-09-13. Pay online: https://bsesdelhi.com,0
Income Tax Dept: Your refund of INR 11395 has been processed. Will be credited in 3-5 days.,0
FREE 10GB data for Airtel users! Claim now: http://free-data684.in,1
Vi: Your recharge of INR 3GB/day for 940 is successful. Balance: INR 217,0
Flipkart: Your order 352870 is out for delivery. Track: https://flipkart.com/track/Kothari and Sons,0
"Flipkart: Your order 392321 is out for delivery. Track: https://flipkart.com/track/Chadha, Bal and Bakshi",0
Aadhaar: Your update request 12917 has been approved.,0
Single women in 7278989182 waiting to meet you! Call Bhubaneswar,1
Flipkart Big Billion Days! Get 90% OFF on all products: http://flipkart-sale167.com,1
Jio: Main balance INR 1GB/day. Data balance 622GB. Active plans: 110,0
Get rich quick! Earn ₹9774730452 daily from home. Call Karimnagar,1
TATA Power: Bill for July is INR 3379. Due: 2025-09-21. Pay via UPI: 9002566862@ok7141689786,0
Axis Bank: INR 2042 spent on your Card XX4266 at 7873 on Sur. Available limit: INR 7409.,0
Oeshi: Doctor appointment confirmed for Raiganj at 12,0
Income Tax Dept: Your refund of INR 12474 has been processed. Will be credited in 3-5 days.,0
Vi: Special offer! 100GB at INR 237/month. Activate now: http://vi-offer9409302803.com,1
Amol: Can you send me the notes for yesterday's class?,0
Bahadurjit: Can you send me the notes for yesterday's class?,0
Thank you for using your ICICI Bank Debit Card XX7995 for INR 39152 at 68624. Avl Bal INR Prabhu.,0
MSEDCL: Bill amount INR June for 2833. Pay at https://mahadiscom.in by 2025-09-23,0
BSNL: Bill of INR 5GB/day due on 590. Pay to avoid service disruption.,0
"Hi Pratyush, are we meeting today at Gorakhpur?",0
Mom: Please bring Anamika from the market,0
Vi: Your recharge of INR 2GB/day for 639 is successful. Balance: INR 266,0
Flipkart Big Billion Days! Get 90% OFF on all products: http://flipkart-sale931.com,1
Swiggy: Order from 919547 delivered. Enjoy your meal! Bill amount: INR Doshi-Sehgal,0
Single women in 7987602510 waiting to meet you! Call Siwan,1
Vi: Your recharge of INR 3GB/day for 914 is successful. Balance: INR 136,0
Jio: You won 1 year free subscription! Call 404 to claim.,1
Adani Electricity: Your bill of INR October for 1643 is generated. Due date: 2025-09-09.,0
FREE 10GB data for Airtel users! Claim now: http://free-data726.in,1
Income Tax Dept: Your refund of INR 3752 has been processed. Will be credited in 3-5 days.,0
Vi: Your recharge of INR 4GB/day for 878 is successful. Balance: INR 339,0
Electricity bill refund of INR 948 approved! Claim now: http://refund-powerSirsa.in,1
Passport Seva: Your appointment is confirmed for 15105 at November,0
Aadhaar: Your update request 4575 has been approved.,0
Adani Electricity: Your bill of INR November for 3203 is generated. Due date: 2025-09-12.,0
TATA Power: Bill for April is INR 1108. Due: 2025-09-16. Pay via UPI: 7916356190@ok9614640689,0
UPPCL: Electricity bill for February is INR 3797. Pay by 2025-09-21 to avoid disconnection.,0
Single women in 8313553726 waiting to meet you! Call Giridih,1
BSES: Your electricity bill for March is INR 2011. Due date: 2025-09-11. Pay online: https://bsesdelhi.com,0
TATA Power: Bill for September is INR 1502. Due: 2025-09-08. Pay via UPI: 9612334523@ok8560409438,0
Flipkart: Your order 788237 is out for delivery. Track: https://flipkart.com/track/Jhaveri LLC,0
Get 50% discount on your 933 electricity bill! Pay only INR Mau. Limited time: http://bill-discount331.com,1
Adani Electricity: Your bill of INR January for 2264 is generated. Due date: 2025-09-08.,0
UPPCL: Electricity bill for December is INR 3920. Pay by 2025-09-02 to avoid disconnection.,0
UPPCL: Electricity bill for September is INR 1073. Pay by 2025-09-08 to avoid disconnection.,0
Aadhaar: Your update request 6749 has been approved.,0
UPI of INR 5249 to 24978 from A/C XX36791 successful. Ref No. Krishna - Yes Bank,0
Adani Electricity: Your bill of INR July for 585 is generated. Due date: 2025-09-27.,0
Thank you for using your ICICI Bank Debit Card XX4145 for INR 46127 at 60863. Avl Bal INR Sura.,0
Swiggy: Order from 942988 delivered. Enjoy your meal! Bill amount: INR Brar Ltd,0
Ishaan: Doctor appointment confirmed for Anantapur at 5,0
"Hi Adya, are we meeting today at Bhopal?",0
Income Tax: You have pending refund of INR 966. Claim now: http://tax-refund433.in,1
Keya: Doctor appointment confirmed for Rewa at 12,0
"Hey, the party is at Gaurika at Tezpur PM. Don't be late!",0
PMO India: You are selected for ₹258 grant. Call 191,1
Your Axis Bank KYC will expire in 24 hours. Update here: http://kyc-update599.com,1
Your Amazon order #765995 has been delivered. Rate your experience: https://amazon.in,0
Your PNB account XX4068 has balance of INR 7608 as on 17526.,0
Mom: Please bring Anthony from the market,0
URGENT: Your ICICI Bank account will be suspended. Verify now: http://bank-secure831.in,1
"Hey, the party is at Gaurang at Bharatpur PM. Don't be late!",0
Your Amazon order #861998 has been delivered. Rate your experience: https://amazon.in,0
UPPCL: Electricity bill for May is INR 1491. Pay by 2025-09-16 to avoid disconnection.,0
URGENT: Your electricity connection will be disconnected in 2 hours. Pay now: http://quick-bill228.in,1
Single women in 8824590353 waiting to meet you! Call Gandhidham,1
Get rich quick! Earn ₹9408602722 daily from home. Call Lucknow,1
Jio: You won 1 year free subscription! Call 702 to claim.,1
Your Amazon order #155649 has been delivered. Rate your experience: https://amazon.in,0
Ekani: Doctor appointment confirmed for Siwan at 1,0
URGENT: Your ICICI Bank account will be suspended. Verify now: http://bank-secure453.in,1
Get rich quick! Earn ₹8087723835 daily from home. Call Mirzapur,1
Income Tax Dept: Your refund of INR 17710 has been processed. Will be credited in 3-5 days.,0
Airtel: Your plan will renew in 2 days. Current plan: 2GB/day at INR 345. Data balance: 459GB,0
Jio: Main balance INR 1GB/day. Data balance 437GB. Active plans: 215,0
PMO India: You are selected for ₹305 grant. Call 789,1
Jio: You won 1 year free subscription! Call 406 to claim.,1
Hi beautiful! I saw your profile. Want to chat? Reply YES to 8231303590,1
Airtel: Your plan will renew in 2 days. Current plan: 1GB/day at INR 864. Data balance: 266GB,0
TATA Power: Bill for May is INR 4337. Due: 2025-09-13. Pay via UPI: 8678483188@ok8890239959,0
Axis Bank: INR 2400 spent on your Card XX38873 at 26246 on Gour. Available limit: INR 4189.,0
Your PNB account XX5110 has balance of INR 46583 as on 94211.,0
Airtel: Your plan will renew in 2 days. Current plan: 1GB/day at INR 938. Data balance: 439GB,0
Airtel: Your plan will renew in 2 days. Current plan: 1GB/day at INR 730. Data balance: 136GB,0
INR 5053 debited from HDFC Bank A/C XX10636 on 90200. Avl Bal INR Chada. -HDFC Bank,0
"Hi Charan, are we meeting today at Phusro?",0
Aadhaar: Your update request 8156 has been approved.,0
Swiggy: Order from 470693 delivered. Enjoy your meal! Bill amount: INR Kaur-Talwar,0
EPFO: Pension contribution of INR 4621 received for March. Total balance: INR 133324,0
Your PNB account XX9656 has balance of INR 8120 as on 23237.,0
URGENT: Your Axis Bank account will be suspended. Verify now: http://bank-secure633.in,1
EPFO: Pension contribution of INR 10374 received for November. Total balance: INR 208480,0
Amazon: You won iPhone 15! Claim now: http://amazon-gift711.in,1
Your Amazon order #509876 has been delivered. Rate your experience: https://amazon.in,0
Airtel: Your plan will renew in 2 days. Current plan: 5GB/day at INR 504. Data balance: 253GB,0
HDFC Bank: Unusual login detected from new device. Secure your account: http://verify-bank136.com,1
EPFO: Pension contribution of INR 12964 received for June. Total balance: INR 480356,0
PMO India: You are selected for ₹849 grant. Call 100,1
Amazon: You won iPhone 15! Claim now: http://amazon-gift920.in,1
UPI of INR 2455 to 3588 from A/C XX90114 successful. Ref No. Om - Yes Bank,0
PMO India: You are selected for ₹319 grant. Call 326,1
Axis Bank: INR 9428 spent on your Card XX41738 at 86694 on Narayan. Available limit: INR 6798.,0
Flipkart: Your order 389619 is out for delivery. Track: https://flipkart.com/track/Kakar Ltd,0
WINNER! You got ₹Axis cashback in your 842 Bank account. Claim now: http://bank-reward4732.in,1
Flipkart: Your order 802592 is out for delivery. Track: https://flipkart.com/track/Bera-Kade,0
TATA Power: Bill for December is INR 4763. Due: 2025-09-24. Pay via UPI: 9256540303@ok9319321022,0
Thank you for using your ICICI Bank Debit Card XX6182 for INR 13354 at 4039. Avl Bal INR Setty.,0
Electricity bill refund of INR 232 approved! Claim now: http://refund-powerKumbakonam.in,1
TATA Power: Bill for May is INR 4117. Due: 2025-09-25. Pay via UPI: 9395663113@ok8710828917,0
Aadhaar Card blocked! Verify immediately: http://aadhaar-verify608.com,1
"Hi Arjun, are we meeting today at Giridih?",0
Passport Seva: Your appointment is confirmed for 16030 at July,0
Single women in 7764844481 waiting to meet you! Call Hazaribagh,1
"Hey, the party is at Patrick at Solapur PM. Don't be late!",0
"Hey, the party is at Yatin at Indore PM. Don't be late!",0
FREE 10GB data for Airtel users! Claim now: http://free-data449.in,1
Arin: Doctor appointment confirmed for Tirunelveli at 2,0
Your PNB account XX8173 has balance of INR 31796 as on 28242.,0
PMO India: You are selected for ₹987 grant. Call 357,1
Get 50% discount on your 673 electricity bill! Pay only INR Bidar. Limited time: http://bill-discount612.com,1
Myntra: Exclusive 70% discount for you only! Shop now: http://myntra-fashion262.in,1
Your Amazon order #137148 has been delivered. Rate your experience: https://amazon.in,0
Passport Seva: Your appointment is confirmed for 12236 at December,0
EPFO: Pension contribution of INR 4580 received for February. Total balance: INR 394524,0
"Swiggy: Order from 914269 delivered. Enjoy your meal! Bill amount: INR Sinha, Vora and Dugal",0
"Myntra: Your return for order 868149 has been processed. Refund INR Golla, Naik and Rao initiated.",0
"Hey, the party is at Chatresh at Surendranagar Dudhrej PM. Don't be late!",0
Myntra: Exclusive 70% discount for you only! Shop now: http://myntra-fashion993.in,1
"Hey, the party is at Abhimanyu at Ambarnath PM. Don't be late!",0
Axis Bank: INR 5062 spent on your Card XX7073 at 23968 on Chowdhury. Available limit: INR 6174.,0
Single women in 8694756608 waiting to meet you! Call Darbhanga,1
Income Tax Dept: Your refund of INR 9400 has been processed. Will be credited in 3-5 days.,0
URGENT: Your SBI Bank account will be suspended. Verify now: http://bank-secure897.in,1
URGENT: Your Axis Bank account will be suspended. Verify now: http://bank-secure143.in,1
PMO India: You are selected for ₹589 grant. Call 176,1
Flipkart: Your order 922380 is out for delivery. Track: https://flipkart.com/track/Yohannan Inc,0
UPI of INR 2478 to 45155 from A/C XX50531 successful. Ref No. Parsa - Yes Bank,0
Swiggy: Order from 672066 delivered. Enjoy your meal! Bill amount: INR Chandran Group,0
Aadhaar: Your update request 9581 has been approved.,0
Your SBI account XX1115 has been debited with INR 8858. Avl bal: INR 15862. -State Bank of India,0
BSNL: Bill of INR 4GB/day due on 853. Pay to avoid service disruption.,0
URGENT: Your electricity connection will be disconnected in 2 hours. Pay now: http://quick-bill612.in,1
Jio: You won 1 year free subscription! Call 538 to claim.,1
UPI of INR 1123 to 16234 from A/C XX85582 successful. Ref No. Balakrishnan - Yes Bank,0
URGENT: Your HDFC Bank account will be suspended. Verify now: http://bank-secure523.in,1
Get rich quick! Earn ₹8582915330 daily from home. Call Gaya,1
Vi: Your recharge of INR 5GB/day for 391 is successful. Balance: INR 481,0
Airtel: Your plan will renew in 2 days. Current plan: 5GB/day at INR 605. Data balance: 454GB,0
Shaurya: Can you send me the notes for yesterday's class?,0
Flipkart: Your order 314016 is out for delivery. Track: https://flipkart.com/track/Kulkarni PLC,0
EPFO: Pension contribution of INR 12480 received for January. Total balance: INR 234595,0
BSES: Your electricity bill for June is INR 500. Due date: 2025-09-07. Pay online: https://bsesdelhi.com,0
Amazon: You won iPhone 15! Claim now: http://amazon-gift660.in,1
Get rich quick! Earn ₹7443865134 daily from home. Call Aligarh,1
Vi: Your recharge of INR 2GB/day for 484 is successful. Balance: INR 147,0
URGENT: Your Axis Bank account will be suspended. Verify now: http://bank-secure920.in,1
Aadhaar: Your update request 7940 has been approved.,0
Flipkart: Your order 819814 is out for delivery. Track: https://flipkart.com/track/Nadig-Vaidya,0
TATA Power: Bill for April is INR 3848. Due: 2025-09-15. Pay via UPI: 9466529644@ok9364297571,0
Amazon: You won iPhone 15! Claim now: http://amazon-gift489.in,1
EPFO: Pension contribution of INR 10765 received for April. Total balance: INR 183494,0
Myntra: Exclusive 70% discount for you only! Shop now: http://myntra-fashion527.in,1
UPI of INR 3126 to 41294 from A/C XX99825 successful. Ref No. Swamy - Yes Bank,0
Hi beautiful! I saw your profile. Want to chat? Reply YES to 7722785993,1
FREE 10GB data for Airtel users! Claim now: http://free-data964.in,1
INR 2166 debited from HDFC Bank A/C XX17287 on 67496. Avl Bal INR Tella. -HDFC Bank,0
BSNL: Bill of INR 3GB/day due on 483. Pay to avoid service disruption.,0
Airtel: Your plan will renew in 2 days. Current plan: 5GB/day at INR 721. Data balance: 265GB,0
Thank you for using your ICICI Bank Debit Card XX2188 for INR 15646 at 22507. Avl Bal INR Wagle.,0
"Hey, the party is at Omya at Vasai-Virar PM. Don't be late!",0
FREE 10GB data for Airtel users! Claim now: http://free-data630.in,1
Adani Electricity: Your bill of INR June for 1160 is generated. Due date: 2025-09-06.,0
Income Tax Dept: Your refund of INR 14569 has been processed. Will be credited in 3-5 days.,0
Myntra: Exclusive 70% discount for you only! Shop now: http://myntra-fashion535.in,1
Mom: Please bring Jagvi from the market,0
Electricity bill refund of INR 136 approved! Claim now: http://refund-powerNavi Mumbai.in,1
UPPCL: Electricity bill for December is INR 2438. Pay by 2025-09-19 to avoid disconnection.,0
BSES: Your electricity bill for August is INR 2898. Due date: 2025-09-06. Pay online: https://bsesdelhi.com,0
Jio: You won 1 year free subscription! Call 103 to claim.,1
"Hi Owen, are we meeting today at Tadepalligudem?",0
Income Tax Dept: Your refund of INR 14810 has been processed. Will be credited in 3-5 days.,0
UPI of INR 2307 to 27719 from A/C XX27681 successful. Ref No. Savant - Yes Bank,0
Vi: Your recharge of INR 5GB/day for 896 is successful. Balance: INR 472,0
"Flipkart: Your order 337640 is out for delivery. Track: https://flipkart.com/track/Khurana, Krishnan and Lanka",0
TATA Power: Bill for September is INR 1469. Due: 2025-09-24. Pay via UPI: 8949828036@ok7651212960,0
EPFO: Pension contribution of INR 8613 received for April. Total balance: INR 218565,0
Income Tax Dept: Your refund of INR 19237 has been processed. Will be credited in 3-5 days.,0
Your SBI account XX6187 has been debited with INR 18370. Avl bal: INR 25133. -State Bank of India,0
Your PNB account XX8677 has balance of INR 2385 as on 39113.,0
Adani Electricity: Your bill of INR March for 3207 is generated. Due date: 2025-09-15.,0
Income Tax Dept: Your refund of INR 9362 has been processed. Will be credited in 3-5 days.,0
Airtel: Your plan will renew in 2 days. Current plan: 5GB/day at INR 910. Data balance: 414GB,0
URGENT: Your electricity connection will be disconnected in 2 hours. Pay now: http://quick-bill488.in,1
Aadhaar: Your update request 1108 has been approved.,0
Aadhaar: Your update request 14906 has been approved.,0
Hi beautiful! I saw your profile. Want to chat? Reply YES to 7158814828,1
Myntra: Exclusive 70% discount for you only! Shop now: http://myntra-fashion267.in,1
Axis Bank: INR 3917 spent on your Card XX40529 at 4660 on Dass. Available limit: INR 2525.,0
PMO India: You are selected for ₹674 grant. Call 964,1
Your ICICI Bank KYC will expire in 24 hours. Update here: http://kyc-update456.com,1
Vi: Your recharge of INR 5GB/day for 671 is successful. Balance: INR 130,0
Your meter will be removed today due to non-payment. Call 638 immediately.,1
Your Amazon order #912032 has been delivered. Rate your experience: https://amazon.in,0
"Hi Vrishti, are we meeting today at Kanpur?",0
Abdul: Can you send me the notes for yesterday's class?,0
Axis Bank: INR 4853 spent on your Card XX45650 at 50929 on Dhar. Available limit: INR 7415.,0
Income Tax: You have pending refund of INR 593. Claim now: http://tax-refund409.in,1
Income Tax Dept: Your refund of INR 13420 has been processed. Will be credited in 3-5 days.,0
Flipkart: Your order 637820 is out for delivery. Track: https://flipkart.com/track/Narain-Devi,0
Income Tax Dept: Your refund of INR 3303 has been processed. Will be credited in 3-5 days.,0
Myntra: Your return for order 426977 has been processed. Refund INR Deol-Gera initiated.,0
Amazon: You won iPhone 15! Claim now: http://amazon-gift878.in,1
URGENT: Your electricity connection will be disconnected in 2 hours. Pay now: http://quick-bill584.in,1
MSEDCL: Bill amount INR October for 3787. Pay at https://mahadiscom.in by 2025-09-25,0
Flipkart Big Billion Days! Get 90% OFF on all products: http://flipkart-sale687.com,1
TATA Power: Bill for August is INR 4105. Due: 2025-09-01. Pay via UPI: 9351852860@ok9285929412,0
Electricity bill refund of INR 319 approved! Claim now: http://refund-powerBareilly.in,1
Myntra: Exclusive 70% discount for you only! Shop now: http://myntra-fashion777.in,1
MSEDCL: Bill amount INR August for 3960. Pay at https://mahadiscom.in by 2025-09-13,0
Income Tax Dept: Your refund of INR 6296 has been processed. Will be credited in 3-5 days.,0
UPPCL: Electricity bill for January is INR 4773. Pay by 2025-09-22 to avoid disconnection.,0
Adani Electricity: Your bill of INR May for 3579 is generated. Due date: 2025-09-23.,0
Airtel: Your plan will renew in 2 days. Current plan: 5GB/day at INR 911. Data balance: 269GB,0
Kotak Mahindra Bank: OTP 7991 for transaction of INR 489 at 53284. Do not share with anyone.,0
Passport Seva: Your appointment is confirmed for 14642 at March,0
Income Tax: You have pending refund of INR 140. Claim now: http://tax-refund850.in,1
"Hey, the party is at Nachiket at Rewa PM. Don't be late!",0
Vamakshi: Can you send me the notes for yesterday's class?,0
Thank you for using your ICICI Bank Debit Card XX5012 for INR 5875 at 66647. Avl Bal INR Boase.,0
Mom: Please bring Yashasvi from the market,0
MSEDCL: Bill amount INR March for 2054. Pay at https://mahadiscom.in by 2025-09-07,0
Axis Bank: Unusual login detected from new device. Secure your account: http://verify-bank644.com,1
Flipkart: Your order 676185 is out for delivery. Track: https://flipkart.com/track/Dalal-Magar,0
Income Tax Dept: Your refund of INR 16161 has been processed. Will be credited in 3-5 days.,0
Myntra: Your return for order 391683 has been processed. Refund INR Kashyap and Sons initiated.,0
Isha: Doctor appointment confirmed for Alwar at 11,0
TATA Power: Bill for October is INR 4581. Due: 2025-09-21. Pay via UPI: 7360630141@ok7096894589,0
BSNL: Bill of INR 2GB/day due on 394. Pay to avoid service disruption.,0
INR 7517 debited from HDFC Bank A/C XX13888 on 46702. Avl Bal INR Parikh. -HDFC Bank,0
Mom: Please bring Gautam from the market,0
Mom: Please bring Isaac from the market,0
Your Amazon order #570229 has been delivered. Rate your experience: https://amazon.in,0
Swiggy: Order from 247955 delivered. Enjoy your meal! Bill amount: INR Char and Sons,0
Myntra: Your return for order 444631 has been processed. Refund INR Cherian-Sarna initiated.,0
Swiggy: Order from 816026 delivered. Enjoy your meal! Bill amount: INR Reddy Group,0
Single women in 7859917374 waiting to meet you! Call Bharatpur,1
INR 7563 debited from HDFC Bank A/C XX29531 on 30122. Avl Bal INR Ramesh. -HDFC Bank,0
Vi: Special offer! 100GB at INR 822/month. Activate now: http://vi-offer8446479637.com,1
BSES: Your electricity bill for September is INR 4539. Due date: 2025-09-05. Pay online: https://bsesdelhi.com,0
Electricity bill refund of INR 978 approved! Claim now: http://refund-powerAmbarnath.in,1
Jio: You won 1 year free subscription! Call 454 to claim.,1
BSNL: Bill of INR 4GB/day due on 680. Pay to avoid service disruption.,0
Swiggy: Order from 679890 delivered. Enjoy your meal! Bill amount: INR Khurana-Jha,0
Amazon: You won iPhone 15! Claim now: http://amazon-gift228.in,1
Income Tax: You have pending refund of INR 314. Claim now: http://tax-refund617.in,1
Gabriel: Can you send me the notes for yesterday's class?,0
Income Tax: You have pending refund of INR 394. Claim now: http://tax-refund807.in,1
MSEDCL: Bill amount INR March for 2849. Pay at https://mahadiscom.in by 2025-09-03,0
BSNL: Bill of INR 4GB/day due on 450. Pay to avoid service disruption.,0
Vi: Your recharge of INR 4GB/day for 993 is successful. Balance: INR 482,0
EPFO: Pension contribution of INR 12726 received for May. Total balance: INR 255959,0
Flipkart Big Billion Days! Get 90% OFF on all products: http://flipkart-sale696.com,1
Flipkart: Your order 226914 is out for delivery. Track: https://flipkart.com/track/Gill Inc,0
BSNL: Bill of INR 1GB/day due on 199. Pay to avoid service disruption.,0
Airtel: Your plan will renew in 2 days. Current plan: 3GB/day at INR 845. Data balance: 434GB,0
Your PNB account XX8973 has balance of INR 38653 as on 61181.,0
"Swiggy: Order from 213174 delivered. Enjoy your meal! Bill amount: INR Krishna, Rajan and Chaudhary",0
MSEDCL: Bill amount INR February for 2646. Pay at https://mahadiscom.in by 2025-09-04,0
Flipkart: Your order 525454 is out for delivery. Track: https://flipkart.com/track/Pandya Inc,0
Aadhaar: Your update request 14721 has been approved.,0
SBI Bank: Unusual login detected from new device. Secure your account: http://verify-bank352.com,1
INR 7455 debited from HDFC Bank A/C XX14451 on 53446. Avl Bal INR Oak. -HDFC Bank,0
UPPCL: Electricity bill for April is INR 4675. Pay by 2025-09-19 to avoid disconnection.,0
Aadhaar Card blocked! Verify immediately: http://aadhaar-verify593.com,1
Vi: Special offer! 100GB at INR 943/month. Activate now: http://vi-offer8740543088.com,1
Passport Seva: Your appointment is confirmed for 18607 at February,0
Your Amazon order #449369 has been delivered. Rate your experience: https://amazon.in,0
Laksh: Doctor appointment confirmed for Ramagundam at 5,0
Myntra: Exclusive 70% discount for you only! Shop now: http://myntra-fashion301.in,1
Passport Seva: Your appointment is confirmed for 17996 at March,0
Nirja: Can you send me the notes for yesterday's class?,0
Single women in 8503870027 waiting to meet you! Call Bhiwani,1
Your SBI Bank KYC will expire in 24 hours. Update here: http://kyc-update360.com,1
URGENT: Your electricity connection will be disconnected in 2 hours. Pay now: http://quick-bill629.in,1
Get rich quick! Earn ₹8728571308 daily from home. Call Kochi,1
UPI of INR 4676 to 46377 from A/C XX21600 successful. Ref No. Sinha - Yes Bank,0
Flipkart Big Billion Days! Get 90% OFF on all products: http://flipkart-sale437.com,1
Aarnav: Doctor appointment confirmed for Bangalore at 1,0
Axis Bank: INR 3186 spent on your Card XX37880 at 98939 on Batra. Available limit: INR 1820.,0
URGENT: Your Axis Bank account will be suspended. Verify now: http://bank-secure449.in,1
Income Tax Dept: Your refund of INR 1355 has been processed. Will be credited in 3-5 days.,0
Axis Bank: INR 1125 spent on your Card XX2925 at 6926 on Tandon. Available limit: INR 1569.,0
Myntra: Your return for order 955160 has been processed. Refund INR Chander-Parsa initiated.,0
UPI of INR 6123 to 22375 from A/C XX70045 successful. Ref No. Varghese - Yes Bank,0
"Hi Balhaar, are we meeting today at Firozabad?",0
Adani Electricity: Your bill of INR September for 4073 is generated. Due date: 2025-09-17.,0
FREE 10GB data for Airtel users! Claim now: http://free-data261.in,1
Your PNB account XX2192 has balance of INR 6385 as on 41837.,0
Jio: You won 1 year free subscription! Call 639 to claim.,1
"Swiggy: Order from 541206 delivered. Enjoy your meal! Bill amount: INR Kata, Raja and Garde",0
Your PNB account XX6726 has balance of INR 12647 as on 2494.,0
Flipkart Big Billion Days! Get 90% OFF on all products: http://flipkart-sale785.com,1
Income Tax Dept: Your refund of INR 8036 has been processed. Will be credited in 3-5 days.,0
Mom: Please bring Xiti from the market,0
Thank you for using your ICICI Bank Debit Card XX1586 for INR 24562 at 28845. Avl Bal INR Chowdhury.,0
Max: Can you send me the notes for yesterday's class?,0
Vi: Your recharge of INR 3GB/day for 476 is successful. Balance: INR 484,0
Your meter will be removed today due to non-payment. Call 750 immediately.,1
BSES: Your electricity bill for October is INR 3574. Due date: 2025-09-13. Pay online: https://bsesdelhi.com,0
BSNL: Bill of INR 3GB/day due on 850. Pay to avoid service disruption.,0
Adani Electricity: Your bill of INR December for 1632 is generated. Due date: 2025-09-02.,0
Flipkart: Your order 491991 is out for delivery. Track: https://flipkart.com/track/Ratti PLC,0
